X,Y,FID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8367957.25608499,4875058.15115789,179,Bus,18,Westbound,17537,Upsal St & Stenton Av - FS,40.062702,-75.170639,Spring 2025,45,34,26,22,12,12
-8367782.26184546,4875277.20267289,180,Bus,18,Westbound,17540,Upsal St & Rodney St,40.064208,-75.169067,Spring 2025,6,5,6,5,8,2
-8367678.62339954,4875408.25772042,181,Bus,18,Westbound,17549,Upsal St & Lowber Av,40.065109,-75.168136,Spring 2025,5,34,8,14,5,11
-8367445.96566378,4875700.62872339,182,Bus,18,Westbound,17553,Upsal St & Woolston Av,40.067119,-75.166046,Spring 2025,15,57,6,23,4,27
-8367295.57303172,4875845.50829752,183,Bus,18,Westbound,17556,Upsal St & Gilbert St,40.068115,-75.164695,Spring 2025,15,55,9,47,7,27
-8367354.23840337,4876027.48353509,184,Bus,18,Westbound,17559,Thouron Av & Sharpnack St,40.069366,-75.165222,Spring 2025,14,45,7,21,4,22
-8367507.97062015,4876143.41994173,185,Bus,18,Westbound,17563,Thouron Av & Phil Ellena St,40.070163,-75.166603,Spring 2025,13,55,9,34,4,26
-8367763.56017101,4876332.67412999,186,Bus,18,Westbound,17566,Thouron Av & Vernon Rd,40.071464,-75.168899,Spring 2025,13,43,13,17,11,21
-8367898.59071334,4876433.63057137,187,Bus,18,Westbound,17569,Thouron Av & Gorgas Ln,40.072158,-75.170112,Spring 2025,3,35,5,9,5,9
-8368067.57370037,4876562.95523909,188,Bus,18,Westbound,17572,Thouron Av & Sedgwick St,40.073047,-75.17163,Spring 2025,4,36,1,11,1,11
-8368223.08702901,4876676.71579118,189,Bus,18,Westbound,17574,Thouron Av & Mt Pleasant Av,40.073829,-75.173027,Spring 2025,16,87,5,22,4,16
-8368091.3960714,4876858.26986403,190,Bus,18,Westbound,17578,Mt Pleasant Av & Williams Av,40.075077,-75.171844,Spring 2025,14,31,6,10,1,15
-8367933.43371396,4877117.95034221,191,Bus,18,Westbound,17582,Michener Av & Mt Pleasant Av - FS,40.076862,-75.170425,Spring 2025,3,27,3,12,1,11
-8368161.86130907,4877294.4205685,192,Bus,18,Westbound,17584,Michener Av & Mt Airy Av,40.078075,-75.172477,Spring 2025,4,24,0,7,1,8
-8368498.15749076,4877546.98359133,193,Bus,18,Westbound,17586,Michener Av & Gowen Av,40.079811,-75.175498,Spring 2025,3,44,5,20,1,16
-8368708.88528683,4877698.43720208,194,Bus,18,Westbound,17587,Michener Av & Roumfort Rd,40.080852,-75.177391,Spring 2025,9,47,9,24,5,19
-8368556.8228624,4877912.1638641,195,Bus,18,Westbound,17593,Roumfort Rd & Pickering Av,40.082321,-75.176025,Spring 2025,6,41,4,24,1,19
-8368416.6716235,4878097.52346418,196,Bus,18,Westbound,17595,Roumfort Rd & Cheltenham Av,40.083595,-75.174766,Spring 2025,0,13,3,1,4,2
-8368293.55226668,4878004.84323057,197,Bus,18,Westbound,17597,Cheltenham Av & Elaine St,40.082958,-75.17366,Spring 2025,0,1,0,0,1,2
-8368223.08702901,4877950.42855238,198,Bus,18,Westbound,17598,Cheltenham Av & Gowan Av,40.082584,-75.173027,Spring 2025,3,7,0,6,0,6
-8357103.16045468,4873987.25385538,199,Bus,18,Westbound,17690,Cottman Av & Algon St,40.055339,-75.073135,Spring 2025,20,0,0,0,0,0
-8368324.05380716,4875293.92991321,200,Bus,18,Westbound,18466,Stenton Av & Dorset St - FS,40.064323,-75.173934,Spring 2025,2,3,1,1,0,0
-8367400.10203357,4874623.11698832,201,Bus,18,Westbound,19062,Stenton Av & Washington Ln - FS,40.059711,-75.165634,Spring 2025,3,12,0,0,0,0
-8367786.49198611,4877819.48536475,202,Bus,18,Westbound,20850,Cedarbrook Plaza - 1,40.081684,-75.169105,Spring 2025,1,146,7,129,4,86
-8358481.51838969,4877087.98126731,203,Bus,18,Westbound,20851,Fox Chase Loop,40.076656,-75.085517,Spring 2025,196,0,124,0,96,0
-8367639.55025827,4877684.03373312,204,Bus,18,Westbound,25972,Cedarbrook Plaza - 2,40.080753,-75.167785,Spring 2025,3,55,3,45,1,23
-8367439.17517484,4878000.33291165,205,Bus,18,Westbound,25973,Cedarbrook Plaza - 4,40.082927,-75.165985,Spring 2025,0,50,0,51,0,36
-8365624.22219695,4873411.92886498,206,Bus,18,Westbound,27748,Stenton Av & Chelten Av,40.051383,-75.149681,Spring 2025,3,6,0,0,0,0
-8366227.12855908,4873782.62862805,207,Bus,18,Westbound,31519,Stenton Av & 21st St,40.053932,-75.155097,Spring 2025,0,8,0,0,0,0
-8363194.34035191,4871199.36210339,208,Bus,18,Westbound,32312,Olney Av & 3rd St - FS,40.036167,-75.127853,Spring 2025,36,35,26,16,22,17
-8364984.69172234,4871552.09498427,209,Bus,18,Westbound,32629,Olney Transit Center - Rt 18,40.038593,-75.143936,Spring 2025,91,0,0,0,0,0
-8358757.59072685,4871261.44566998,210,Bus,19,Northbound,389,Oxford Av & Summerdale Av - FS,40.036594,-75.087997,Spring 2025,10,13,3,5,0,0
-8355981.17130698,4875548.62381687,211,Bus,19,Northbound,391,Algon Av & Rhawn St,40.066074,-75.063056,Spring 2025,3,5,1,2,0,0
-8354092.41350669,4878478.72914809,212,Bus,19,Northbound,392,Krewstown Rd & Gregg St,40.086215,-75.046089,Spring 2025,3,11,2,6,0,0
-8351657.41096508,4877313.33347505,213,Bus,19,Northbound,394,Grant Av & Blue Grass Rd - 2,40.078205,-75.024215,Spring 2025,0,4,0,2,0,0
-8347172.23736153,4873839.78365014,214,Bus,19,Northbound,1102,Grant Av & James St - Torresdale Station,40.054325,-74.983924,Spring 2025,0,24,0,6,0,0
-8348852.15979709,4875310.51172713,215,Bus,19,Northbound,1235,Fordham Rd & Grant Av,40.064437,-74.999015,Spring 2025,0,0,0,0,0,0
-8358287.9337952,4872451.14077479,216,Bus,19,Northbound,15740,Algon Av & Hellerman St,40.044776,-75.083778,Spring 2025,6,7,1,2,0,0
-8347877.22369672,4874689.73081183,217,Bus,19,Northbound,19084,Grant Av & Frankford Av - FS,40.060169,-74.990257,Spring 2025,1,25,0,5,0,0
-8357619.57157247,4869429.05357412,218,Bus,19,Northbound,21967,Frankford Transit Center - Rt 19,40.02399,-75.077774,Spring 2025,188,0,67,0,0,0
-8347640.22450082,4874415.56980206,219,Bus,19,Northbound,22687,Grant Av & Torresdale Av,40.058284,-74.988128,Spring 2025,0,3,0,0,0,0
-8347303.92831913,4874024.48533892,220,Bus,19,Northbound,22688,Grant Av & Eden Hall Ln,40.055595,-74.985107,Spring 2025,2,4,0,0,0,0
-8357621.24136483,4869997.46015193,221,Bus,19,Northbound,22837,Cheltenham Av & Saul St,40.0279,-75.077789,Spring 2025,1,0,0,0,0,0
-8357748.5908623,4870091.22856186,222,Bus,19,Northbound,22838,Cheltenham Av & Oakland St,40.028545,-75.078933,Spring 2025,6,5,3,0,0,0
-8357945.62636101,4870238.78839775,223,Bus,19,Northbound,22839,Cheltenham Av & Horrocks St,40.02956,-75.080703,Spring 2025,5,5,0,4,0,0
-8358145.222208,4870387.3681062,224,Bus,19,Northbound,22840,Cheltenham Av & Large St,40.030582,-75.082496,Spring 2025,6,6,0,3,0,0
-8358299.84498071,4870502.2208741,225,Bus,19,Northbound,22841,Cheltenham Av & Roosevelt Blvd,40.031372,-75.083885,Spring 2025,3,4,3,1,0,0
-8358400.03252243,4870697.90979344,226,Bus,19,Northbound,22842,Oxford Av & Roosevelt Blvd - FS,40.032718,-75.084785,Spring 2025,3,9,3,3,0,0
-8358653.17304449,4871002.93633037,227,Bus,19,Northbound,22843,Oxford Av & Frontenac St,40.034816,-75.087059,Spring 2025,6,14,0,2,0,0
-8358451.79608565,4870816.69165249,228,Bus,19,Northbound,22844,Oxford Av & Loretto Av,40.033535,-75.08525,Spring 2025,4,6,2,2,0,0
-8358823.82582388,4871457.73116627,229,Bus,19,Northbound,22845,Oxford Av & Langdon St,40.037944,-75.088592,Spring 2025,10,12,1,0,0,0
-8358811.13540193,4871639.18965951,230,Bus,19,Northbound,22846,Oxford Av & Benner St - FS,40.039192,-75.088478,Spring 2025,0,6,1,5,0,0
-8358722.74772624,4871984.08627128,231,Bus,19,Northbound,22848,Algon Av & Devereaux Av - FS,40.041564,-75.087684,Spring 2025,3,4,1,0,0,0
-8358597.06802113,4872106.66413743,232,Bus,19,Northbound,22849,Algon Av & Robbins Av,40.042407,-75.086555,Spring 2025,1,2,1,2,0,0
-8358435.65475948,4872279.84612589,233,Bus,19,Northbound,22850,Algon Av & Levick St,40.043598,-75.085105,Spring 2025,18,17,4,6,0,0
-8358148.67311221,4872651.95771023,234,Bus,19,Northbound,22851,Magee Av & Algon Av - FS,40.046157,-75.082527,Spring 2025,5,8,4,2,0,0
-8358309.97505437,4872769.01797447,235,Bus,19,Northbound,22852,Magee Av & Pennway St,40.046962,-75.083976,Spring 2025,0,1,0,0,0,0
-8358487.52964219,4872899.458183,236,Bus,19,Northbound,22853,Magee Av & Whitaker Av,40.047859,-75.085571,Spring 2025,7,4,2,2,0,0
-8358369.41966246,4873071.92691319,237,Bus,19,Northbound,22854,Whitaker Av & Unruh Av,40.049045,-75.08451,Spring 2025,6,3,3,2,0,0
-8358239.5098167,4873251.6698624,238,Bus,19,Northbound,22855,Whitaker Av & Knorr St,40.050281,-75.083343,Spring 2025,1,3,1,1,0,0
-8358104.47927437,4873431.99777926,239,Bus,19,Northbound,22856,Whitaker Av & Longshore Av,40.051521,-75.08213,Spring 2025,6,5,2,0,0,0
-8357959.20733888,4873638.94264917,240,Bus,19,Northbound,22857,Whitaker Av & Tyson Av - FS,40.052944,-75.080825,Spring 2025,4,4,2,4,0,0
-8357843.76902693,4873799.2079135,241,Bus,19,Northbound,22858,Whitaker Av & Princeton Av,40.054046,-75.079788,Spring 2025,3,2,0,0,0,0
-8357689.14625422,4874012.85048529,242,Bus,19,Northbound,22859,Whitaker Av & Saint Vincent St - FS,40.055515,-75.078399,Spring 2025,3,1,2,0,0,0
-8350460.72643905,4876387.07992304,243,Bus,19,Northbound,23399,Ashton Rd & Grant Av - FS,40.071838,-75.013465,Spring 2025,3,9,0,4,0,0
-8350628.93018964,4876157.82117103,244,Bus,19,Northbound,23400,Ashton Rd & Grant Av - MBFS,40.070262,-75.014976,Spring 2025,4,6,0,2,0,0
-8350827.6354807,4875900.92965863,245,Bus,19,Northbound,23401,Ashton Rd & Norcross Ln,40.068496,-75.016761,Spring 2025,6,15,1,1,0,0
-8351048.49335044,4875609.13458164,246,Bus,19,Northbound,23402,Ashton Rd & Woodbridge Rd,40.06649,-75.018745,Spring 2025,7,6,1,1,0,0
-8351252.31933808,4875336.69359508,247,Bus,19,Northbound,23404,Ashton Rd & Ryerson Rd,40.064617,-75.020576,Spring 2025,2,2,0,2,0,0
-8356280.17545925,4875784.99608926,248,Bus,19,Northbound,23479,Rhawn St & Meadowbrook Dr - FS,40.067699,-75.065742,Spring 2025,1,2,0,1,0,0
-8356151.04484993,4875685.64631801,249,Bus,19,Northbound,23480,Rhawn St & Dorcas St - MBNS,40.067016,-75.064582,Spring 2025,0,1,0,0,0,0
-8357321.45797613,4874523.1970926,250,Bus,19,Northbound,23810,Whitaker Av & Bleigh Av,40.059024,-75.075096,Spring 2025,4,2,2,2,0,0
-8357191.43681088,4874704.71171153,251,Bus,19,Northbound,23811,Whitaker Av & Shelmire Av,40.060272,-75.073928,Spring 2025,0,2,0,0,0,0
-8357060.6364092,4874886.66600036,252,Bus,19,Northbound,23812,Whitaker Av & Faunce St,40.061523,-75.072753,Spring 2025,2,2,1,2,0,0
-8356995.29186811,4874983.82601363,253,Bus,19,Northbound,23813,Whitaker Av & Napfle Av,40.062191,-75.072166,Spring 2025,2,9,2,2,0,0
-8356736.25141303,4874923.31906712,254,Bus,19,Northbound,23814,Napfle Av & Pennway St - FS,40.061775,-75.069839,Spring 2025,0,0,0,0,0,0
-8356591.87003347,4874812.92393154,255,Bus,19,Northbound,23815,Napfle Av & Algon Av - MBNS,40.061016,-75.068542,Spring 2025,1,1,0,3,0,0
-8356405.85516436,4874958.22687579,256,Bus,19,Northbound,23816,Algon Av & Hartel Av,40.062015,-75.066871,Spring 2025,0,3,2,0,0,0
-8356285.29615583,4875125.7860691,257,Bus,19,Northbound,23817,Algon Av & Langdon St,40.063167,-75.065788,Spring 2025,2,2,0,1,0,0
-8356142.58456863,4875321.12992079,258,Bus,19,Northbound,23818,Algon Av & Loney St,40.06451,-75.064506,Spring 2025,2,0,0,0,0,0
-8355884.43466948,4875680.70067461,259,Bus,19,Northbound,23819,Algon Av & Stanwood St,40.066982,-75.062187,Spring 2025,5,2,3,2,0,0
-8355764.65489739,4875840.41711191,260,Bus,19,Northbound,23820,Algon Av & Solly Av,40.06808,-75.061111,Spring 2025,2,3,0,1,0,0
-8355609.25288824,4876037.95703177,261,Bus,19,Northbound,23821,Algon Av & Hoffnagle St,40.069438,-75.059715,Spring 2025,2,2,0,0,0,0
-8355477.56193063,4876205.09808102,262,Bus,19,Northbound,23822,Algon Av & Strahle St,40.070587,-75.058532,Spring 2025,5,1,3,0,0,0
-8355399.41564809,4876304.88946857,263,Bus,19,Northbound,23823,Algon Av & Fox Chase Rd,40.071273,-75.05783,Spring 2025,5,5,0,0,0,0
-8355227.87231278,4876520.18626452,264,Bus,19,Northbound,23824,Algon Av & Krewstown Rd,40.072753,-75.056289,Spring 2025,1,4,0,1,0,0
-8354785.37733688,4877542.47348088,265,Bus,19,Northbound,23825,Krewstown Rd & Rising Sun Av,40.07978,-75.052314,Spring 2025,0,1,0,0,0,0
-8354490.71464475,4877929.33203295,266,Bus,19,Northbound,23826,Krewstown Rd & Bloomfield Av,40.082439,-75.049667,Spring 2025,5,14,0,8,0,0
-8354242.69481926,4878268.48221414,267,Bus,19,Northbound,23827,Krewstown Rd & Surrey Rd - FS,40.08477,-75.047439,Spring 2025,6,3,0,1,0,0
-8353877.45556997,4878768.57168466,268,Bus,19,Northbound,23828,Krewstown Rd & Grant Av,40.088207,-75.044158,Spring 2025,5,12,1,1,0,0
-8353155.54867217,4878381.09835593,269,Bus,19,Northbound,23829,Grant Av & Bustleton Av,40.085544,-75.037673,Spring 2025,19,11,2,3,0,0
-8352917.77023984,4878211.88362892,270,Bus,19,Northbound,23830,Grant Av & Dungan Rd,40.084381,-75.035537,Spring 2025,1,0,1,0,0,0
-8352735.20627494,4878087.48427612,271,Bus,19,Northbound,23831,Grant Av & Hoff St,40.083526,-75.033897,Spring 2025,2,3,0,1,0,0
-8352551.75175411,4877964.25043429,272,Bus,19,Northbound,23832,Grant Av & Clark St,40.082679,-75.032249,Spring 2025,2,2,0,0,0,0
-8352364.84632907,4877834.90747248,273,Bus,19,Northbound,23833,Grant Av & Evans St,40.08179,-75.03057,Spring 2025,0,2,0,1,0,0
-8352208.66508349,4877717.35087999,274,Bus,19,Northbound,23834,Grant Av & Roosevelt Blvd,40.080982,-75.029167,Spring 2025,18,11,1,5,0,0
-8352099.01538505,4877635.73134364,275,Bus,19,Northbound,23835,Grant Av & Roosevelt Blvd - FS,40.080421,-75.028182,Spring 2025,4,20,1,7,0,0
-8351840.08624947,4877447.61614985,276,Bus,19,Northbound,23836,Grant Av & Blue Grass Rd - 1,40.079128,-75.025856,Spring 2025,13,19,9,7,0,0
-8350857.35778475,4876737.2334458,277,Bus,19,Northbound,23837,Grant Av & Blue Grass Rd - 3 MBFS,40.074245,-75.017028,Spring 2025,1,12,1,2,0,0
-8351398.37051,4875067.02366832,278,Bus,19,Northbound,23839,Willits Rd & Ashton Rd - MBFS,40.062763,-75.021888,Spring 2025,7,12,2,3,0,0
-8351019.66160232,4874655.26028394,279,Bus,19,Northbound,23840,Willits Rd & Convent Av,40.059932,-75.018486,Spring 2025,0,7,0,3,0,0
-8350459.94720261,4874188.10191465,280,Bus,19,Northbound,23842,Willits Rd & Holme Av,40.05672,-75.013458,Spring 2025,1,14,0,2,0,0
-8349936.74559589,4874393.46271951,281,Bus,19,Northbound,23844,Academy Rd & Holme Av - FS,40.058132,-75.008758,Spring 2025,3,5,1,4,0,0
-8349974.14894479,4874632.57088797,282,Bus,19,Northbound,23845,Academy Rd & Outlook Av,40.059776,-75.009094,Spring 2025,0,0,0,1,0,0
-8349862.05021756,4874698.02120984,283,Bus,19,Northbound,23846,Outlook Av & Lansford St,40.060226,-75.008087,Spring 2025,0,1,0,0,0,0
-8349684.49562975,4874882.7388941,284,Bus,19,Northbound,23847,Outlook Av & Convent Av,40.061496,-75.006492,Spring 2025,2,1,1,0,0,0
-8349507.05236142,4875064.26009865,285,Bus,19,Northbound,23848,Outlook Av & Aubrey Av,40.062744,-75.004898,Spring 2025,1,2,0,0,0,0
-8349332.0581219,4875240.11193639,286,Bus,19,Northbound,23849,Outlook Av & Holyoke Rd - FS,40.063953,-75.003326,Spring 2025,1,3,0,0,0,0
-8349183.44660169,4875413.20322785,287,Bus,19,Northbound,23850,Outlook Av & Primrose Rd,40.065143,-75.001991,Spring 2025,1,1,0,0,0,0
-8348930.30607962,4875229.05746923,288,Bus,19,Northbound,23851,Primrose Rd & Fordham Rd,40.063877,-74.999717,Spring 2025,1,3,0,0,0,0
-8348362.13139861,4874949.9362601,289,Bus,19,Northbound,23852,Grant Av & Leon St,40.061958,-74.994613,Spring 2025,0,0,0,0,0,0
-8350236.52898459,4874167.59515577,290,Bus,19,Northbound,25905,Holme Av & Willits Rd - MBFS,40.056579,-75.011451,Spring 2025,0,5,0,0,0,0
-8354105.10392864,4878490.51474845,291,Bus,19,Northbound,27959,Gregg St & Krewstown Rd,40.086296,-75.046203,Spring 2025,0,1,0,1,0,0
-8357088.68892088,4875060.91472586,292,Bus,19,Northbound,30039,Napfle Av & Dungan Rd,40.062721,-75.073005,Spring 2025,2,0,0,0,0,0
-8356948.53768197,4875291.74809765,293,Bus,19,Northbound,30040,Dungan Rd & Lorna Dr,40.064308,-75.071746,Spring 2025,0,5,0,1,0,0
-8356721.77987923,4875586.8793776,294,Bus,19,Northbound,30041,Dungan Rd & Lorna Dr - MBFS,40.066337,-75.069709,Spring 2025,1,1,0,0,0,0
-8356460.17907586,4875924.78566803,295,Bus,19,Northbound,30042,Dungan Rd & Rhawn St,40.06866,-75.067359,Spring 2025,2,9,0,1,0,0
-8357476.85998528,4874302.99872444,296,Bus,19,Northbound,30288,Whitaker Av & Cottman Av - FS,40.05751,-75.076492,Spring 2025,33,21,6,6,0,0
-8357492.11075552,4869924.33594524,297,Bus,19,Northbound,31105,Cheltenham Av & Penn St,40.027397,-75.076629,Spring 2025,3,0,2,0,0,0
-8353464.7942176,4878571.99582595,298,Bus,19,Northbound,31106,Grant Av & Welsh Rd - FS,40.086856,-75.040451,Spring 2025,3,9,3,5,0,0
-8351395.81016171,4875098.00479164,299,Bus,19,Southbound,398,Willits Rd & Ashton Rd,40.062976,-75.021865,Spring 2025,8,8,0,2,0,0
-8351581.82503083,4877299.94895283,300,Bus,19,Southbound,399,Grant Av & Blue Grass Rd - 1,40.078113,-75.023536,Spring 2025,4,5,3,4,0,0
-8353463.01310574,4878601.96939096,301,Bus,19,Southbound,400,Grant Av & Welsh Rd,40.087062,-75.040435,Spring 2025,11,4,5,3,0,0
-8354094.08329905,4878498.22632171,302,Bus,19,Southbound,401,Krewstown Rd & Gregg St,40.086349,-75.046104,Spring 2025,6,10,3,0,0,0
-8355979.50151462,4875577.42456748,303,Bus,19,Southbound,402,Algon Av & Rhawn St,40.066272,-75.063041,Spring 2025,8,4,2,4,0,0
-8357535.41403743,4874251.36771474,304,Bus,19,Southbound,403,Whitaker Av & Cottman Av - FS,40.057155,-75.077018,Spring 2025,24,31,5,6,0,0
-8358755.92093449,4871199.36210339,305,Bus,19,Southbound,404,Oxford Av & Summerdale Av,40.036167,-75.087982,Spring 2025,28,10,3,3,0,0
-8358872.24980237,4872323.03303761,306,Bus,19,Southbound,478,Martins Mill Rd & Oxford Av - FS,40.043895,-75.089027,Spring 2025,23,6,8,1,0,0
-8347159.54693958,4873850.25483495,307,Bus,19,Southbound,1093,Grant Av & James St - FS,40.054397,-74.98381,Spring 2025,10,2,0,0,0,0
-8347172.23736153,4873839.78365014,308,Bus,19,Southbound,1102,Grant Av & James St - Torresdale Station,40.054325,-74.983924,Spring 2025,32,0,9,0,0,0
-8348890.45370192,4875284.4753826,309,Bus,19,Southbound,1229,Fordham Rd & Grant Av - FS,40.064258,-74.999359,Spring 2025,0,0,1,0,0,0
-8354786.2678928,4877561.96881175,310,Bus,19,Southbound,1492,Krewstown Rd & Rising Sun Av,40.079914,-75.052322,Spring 2025,2,1,0,0,0,0
-8357586.39836422,4869328.1684451,311,Bus,19,Southbound,21204,Frankford Transit Center - Main Dropoff,40.023296,-75.077476,Spring 2025,0,225,0,48,0,0
-8347079.73086468,4873721.54728938,312,Bus,19,Southbound,22561,Grant Av & State Rd - FS,40.053512,-74.983093,Spring 2025,0,0,3,0,0,0
-8347596.9212189,4874388.37227986,313,Bus,19,Southbound,22562,Grant Av & Torresdale Av,40.058097,-74.987739,Spring 2025,11,0,1,0,0,0
-8357716.30820997,4873997.28888991,314,Bus,19,Southbound,22984,Whitaker Av & Saint Vincent St,40.055408,-75.078643,Spring 2025,4,2,0,1,0,0
-8357845.43881929,4873819.13217919,315,Bus,19,Southbound,22985,Whitaker Av & Princeton Av,40.054183,-75.079803,Spring 2025,4,4,0,1,0,0
-8358005.07096909,4873597.78601672,316,Bus,19,Southbound,22986,Whitaker Av & Tyson Av - FS,40.052661,-75.081237,Spring 2025,3,6,1,2,0,0
-8358108.70941502,4873454.10271737,317,Bus,19,Southbound,22987,Whitaker Av & Longshore Av,40.051673,-75.082168,Spring 2025,6,4,1,0,0,0
-8358240.40037263,4873271.15675338,318,Bus,19,Southbound,22988,Whitaker Av & Knorr St,40.050415,-75.083351,Spring 2025,5,1,1,0,0,0
-8358370.31021838,4873091.41345081,319,Bus,19,Southbound,22989,Whitaker Av & Unruh St,40.049179,-75.084518,Spring 2025,5,4,1,1,0,0
-8358498.55027178,4872915.45431334,320,Bus,19,Southbound,22990,Whitaker Av & Magee Av,40.047969,-75.08567,Spring 2025,4,5,3,1,0,0
-8358660.74276986,4872979.29367243,321,Bus,19,Southbound,22991,Oxford Av & Magee Av - FS,40.048408,-75.087127,Spring 2025,4,1,0,2,0,0
-8358720.18737795,4872794.0297878,322,Bus,19,Southbound,22992,Oxford Av & Hellerman St,40.047134,-75.087661,Spring 2025,3,2,1,0,0,0
-8358795.7733122,4872570.96154149,323,Bus,19,Southbound,22993,Oxford Av & Levick St,40.0456,-75.08834,Spring 2025,18,32,2,5,0,0
-8358790.65261562,4871935.3754404,324,Bus,19,Southbound,22995,Oxford Av & Algon Av,40.041229,-75.088294,Spring 2025,10,2,3,0,0,0
-8358825.49561624,4871650.82172747,325,Bus,19,Southbound,22997,Oxford Av & Benner St,40.039272,-75.088607,Spring 2025,7,2,0,2,0,0
-8358825.49561624,4871412.22166444,326,Bus,19,Southbound,23000,Oxford Av & Langdon St - FS,40.037631,-75.088607,Spring 2025,14,15,1,1,0,0
-8358673.54451131,4871006.86189987,327,Bus,19,Southbound,23002,Oxford Av & Frontenac St,40.034843,-75.087242,Spring 2025,13,2,5,0,0,0
-8358476.5090126,4870820.47175949,328,Bus,19,Southbound,23006,Oxford Av & Loretto Av,40.033561,-75.085472,Spring 2025,12,6,1,3,0,0
-8358410.27391558,4870651.38607487,329,Bus,19,Southbound,23007,Oxford Av & Roosevelt Blvd,40.032398,-75.084877,Spring 2025,5,10,2,2,0,0
-8358309.97505437,4870486.66478841,330,Bus,19,Southbound,23008,Cheltenham Av & Roosevelt Bvld - FS,40.031265,-75.083976,Spring 2025,4,2,0,0,0,0
-8358170.71437139,4870390.13037235,331,Bus,19,Southbound,23011,Cheltenham Av & Large St,40.030601,-75.082725,Spring 2025,6,5,2,1,0,0
-8357971.1185244,4870242.56828446,332,Bus,19,Southbound,23012,Cheltenham Av & Horrocks St,40.029586,-75.080932,Spring 2025,4,3,0,0,0,0
-8357774.97358162,4870095.15377045,333,Bus,19,Southbound,23013,Cheltenham Av & Oakland St,40.028572,-75.07917,Spring 2025,7,4,1,4,0,0
-8357640.72227572,4869996.44251513,334,Bus,19,Southbound,23014,Cheltenham Av & Saul St,40.027893,-75.077964,Spring 2025,1,1,0,0,0,0
-8351253.98913044,4875313.27536548,335,Bus,19,Southbound,23348,Ashton Rd & Ryerson Rd,40.064456,-75.020591,Spring 2025,2,2,1,0,0,0
