X,Y,FID,Mode,Route,Direction,Stop_Code,Stop,Lat,Lon,Sign_Up,Weekday_On,Weekday_Of,Saturday_O,Saturday_1,Sunday_Ons,Sunday_Off
-8367936.77329869,4858700.71023365,3798,Bus,21,Westbound,14084,Walnut St & 18th St,39.950149,-75.170455,Spring 2025,156,73,106,47,96,38
-8357949.07726522,4876973.63407654,3799,Bus,28,Westbound,23531,Rhawn St & Ridgeway St,40.07587,-75.080734,Spring 2025,1,10,1,3,1,1
-8356173.97666503,4869904.85563122,3800,Bus,26,Westbound,15829,Battersby St & Frankford Av - FS,40.027263,-75.064788,Spring 2025,17,0,12,0,9,0
-8358576.69655431,4877320.46219535,3801,Bus,24,Northbound,23534,Huntingdon Pk & Burholme Av,40.078254,-75.086372,Spring 2025,7,10,4,8,4,5
-8368121.11837544,4858733.38283331,3802,Bus,21,Westbound,14085,Walnut St & 19th St,39.950374,-75.172111,Spring 2025,214,96,147,73,95,44
-8358130.7506742,4877077.36118,3803,Bus,28,Westbound,23532,Rhawn St & Jeanes St,40.076583,-75.082366,Spring 2025,4,8,3,2,1,0
-8355968.48088503,4870188.77772464,3804,Bus,26,Westbound,15831,Battersby St & Harbison Av,40.029216,-75.062942,Spring 2025,12,9,3,0,7,2
-8358856.10847621,4877640.67796306,3805,Bus,24,Northbound,23536,Huntingdon Pk & Jarrett Av,40.080455,-75.088882,Spring 2025,0,2,0,0,0,2
-8355986.29200356,4870493.35244843,3806,Bus,26,Westbound,15840,Harbison Av & Levick St,40.031311,-75.063102,Spring 2025,36,12,10,2,8,5
-8358972.43734408,4877770.01838878,3807,Bus,24,Northbound,23537,Huntingdon Pk & Sylvania Av,40.081344,-75.089927,Spring 2025,3,4,1,5,0,0
-8368290.99191839,4858762.71565878,3808,Bus,21,Westbound,14086,Walnut St & 20th St,39.950576,-75.173637,Spring 2025,168,53,98,33,65,20
-8358258.99072759,4877110.67628657,3809,Bus,28,Westbound,23533,Rhawn St & Elberon Av - FS,40.076812,-75.083518,Spring 2025,7,16,2,5,0,4
-8356034.71598205,4870810.58532883,3810,Bus,26,Westbound,15844,Harbison Av & Hellerman St,40.033493,-75.063537,Spring 2025,30,3,12,4,6,1
-8358576.69655431,4877320.46219535,3811,Bus,28,Westbound,23534,Huntingdon Pk & Burholme Av,40.078254,-75.086372,Spring 2025,3,12,1,2,0,1
-8368501.60839497,4858796.55016406,3812,Bus,21,Westbound,14088,Walnut St & 21st St,39.950809,-75.175529,Spring 2025,128,53,59,34,43,37
-8359134.62984217,4877951.01052596,3813,Bus,24,Northbound,23539,Huntingdon Pk & Central Av,40.082588,-75.091384,Spring 2025,0,4,0,4,0,4
-8356083.13996055,4871117.79622854,3814,Bus,26,Westbound,15846,Harbison Av & Magee Av,40.035606,-75.063972,Spring 2025,18,6,2,1,1,3
-8358856.10847621,4877640.67796306,3815,Bus,28,Westbound,23536,Huntingdon Pk & Jarrett Av,40.080455,-75.088882,Spring 2025,1,1,0,0,0,0
-8368684.17235987,4858824.2858316,3816,Bus,21,Westbound,14089,Walnut St & 22nd St,39.951,-75.177169,Spring 2025,143,47,94,35,81,39
-8359255.30017019,4878084.7198638,3817,Bus,24,Northbound,23540,Huntingdon Pk & Penn Av,40.083507,-75.092468,Spring 2025,1,1,0,1,0,1
-8356129.00359075,4871316.84140535,3818,Bus,26,Westbound,15849,Harbison Av & Roosevelt Blvd - FS,40.036975,-75.064384,Spring 2025,83,2,15,2,19,0
-8358972.43734408,4877770.01838878,3819,Bus,28,Westbound,23537,Huntingdon Pk & Sylvania Av,40.081344,-75.089927,Spring 2025,0,2,2,0,1,0
-8365629.23157403,4858327.95978152,3820,Bus,21,Westbound,14880,Walnut St & 5th St - FS,39.947582,-75.149726,Spring 2025,71,0,35,0,28,0
-8359357.15750427,4878263.38978321,3821,Bus,24,Northbound,23541,Huntingdon Pk & Shady Ln,40.084735,-75.093383,Spring 2025,0,3,1,4,1,3
-8356157.05610243,4871452.787632,3822,Bus,26,Westbound,15853,Harbison Av & Unruh Av,40.03791,-75.064636,Spring 2025,4,1,1,0,4,1
-8359134.62984217,4877951.01052596,3823,Bus,28,Westbound,23539,Huntingdon Pk & Central Av,40.082588,-75.091384,Spring 2025,3,3,1,2,0,2
-8365939.25635589,4858377.76551847,3824,Bus,21,Westbound,14881,Walnut St & 7th St,39.947925,-75.152511,Spring 2025,229,0,144,0,93,1
-8359386.87980831,4878554.2445341,3825,Bus,24,Northbound,23542,Huntingdon Pk & Berkley Av - FS,40.086734,-75.09365,Spring 2025,0,25,0,20,0,26
-8356200.35938435,4871636.42704537,3826,Bus,26,Westbound,15854,Harbison Av & Bradford St,40.039173,-75.065025,Spring 2025,2,1,1,1,1,0
-8359255.30017019,4878084.7198638,3827,Bus,28,Westbound,23540,Huntingdon Pk & Penn Av,40.083507,-75.092468,Spring 2025,0,6,0,2,0,1
-8366111.69024713,4858407.67812192,3828,Bus,21,Westbound,14882,Walnut St & 8th St,39.948131,-75.15406,Spring 2025,204,4,88,5,63,2
-8359387.77036424,4878634.70761172,3829,Bus,24,Northbound,23543,Huntingdon Pk & Pasadena Av - FS,40.087287,-75.093658,Spring 2025,10,17,8,11,6,6
-8356286.96594819,4871800.00420898,3830,Bus,26,Westbound,15855,Bustleton Av & Harbison Av - FS,40.040298,-75.065803,Spring 2025,42,14,14,0,7,2
-8359357.15750427,4878263.38978321,3831,Bus,28,Westbound,23541,Huntingdon Pk & Shady Ln,40.084735,-75.093383,Spring 2025,1,1,1,2,1,1
-8366290.02407138,4858434.83187392,3832,Bus,21,Westbound,14883,Walnut St & 9th St,39.948318,-75.155662,Spring 2025,150,28,66,3,45,4
-8359395.4514091,4878803.49304472,3833,Bus,24,Northbound,23544,Huntingdon Pk & Montgomery Av,40.088447,-75.093727,Spring 2025,0,0,0,0,0,0
-8356399.06467542,4871657.94637584,3834,Bus,26,Westbound,15856,Bustleton Av & Unruh Av,40.039321,-75.06681,Spring 2025,14,3,6,0,1,0
-8359387.77036424,4878634.70761172,3835,Bus,28,Westbound,23543,Huntingdon Pk & Pasadena Av - FS,40.087287,-75.093658,Spring 2025,10,22,4,12,2,6
-8366463.23719905,4858463.14736282,3836,Bus,21,Westbound,14884,Walnut St & 10th St,39.948513,-75.157218,Spring 2025,112,19,88,11,63,5
-8358766.05100815,4870044.56231214,3837,Bus,24,Northbound,23592,Pratt St & Castor Av,40.028224,-75.088073,Spring 2025,5,1,6,1,4,1
-8356681.92750152,4871580.88412449,3838,Bus,26,Westbound,15857,Magee Av & Eastwood St,40.038791,-75.069351,Spring 2025,10,0,5,0,2,1
-8359395.4514091,4878803.49304472,3839,Bus,28,Westbound,23544,Huntingdon Pk & Montgomery Av,40.088447,-75.093727,Spring 2025,0,3,0,2,0,0
-8366642.46157923,4858490.73689117,3840,Bus,21,Westbound,14885,Walnut St & 11th St,39.948703,-75.158828,Spring 2025,206,32,122,29,90,13
-8357994.0503395,4869480.07799989,3841,Bus,24,Northbound,23594,Pratt St & Saul St,40.024341,-75.081138,Spring 2025,10,0,2,0,2,0
-8356881.52334851,4871726.72130597,3842,Bus,26,Westbound,15858,Magee Av & Horrocks St,40.039794,-75.071144,Spring 2025,30,3,11,1,6,1
-8359459.12615783,4879043.8717472,3843,Bus,28,Westbound,23545,Cedar Rd & Old Huntingdon Pk - FS,40.090099,-75.094299,Spring 2025,3,4,1,5,1,3
-8366815.7860264,4858518.47170482,3844,Bus,21,Westbound,14886,Walnut St & 12th St,39.948894,-75.160385,Spring 2025,140,38,116,22,75,17
-8357080.22863958,4871871.54280345,3845,Bus,26,Westbound,15859,Magee Av & Large St,40.04079,-75.072929,Spring 2025,26,7,12,1,11,0
-8366996.68019893,4858546.78743214,3846,Bus,21,Westbound,14887,Walnut St & 13th St,39.949089,-75.16201,Spring 2025,126,40,92,25,71,19
-8358151.2334605,4869597.1008225,3847,Bus,24,Northbound,23595,Pratt St & Oakland St,40.025146,-75.08255,Spring 2025,9,0,5,0,1,0
-8359583.13607058,4878873.48164117,3848,Bus,28,Westbound,23546,Cedar Rd & Montgomery Av,40.088928,-75.095413,Spring 2025,0,0,0,0,0,0
-8358383.89119626,4869765.15091842,3849,Bus,24,Northbound,23596,Pratt St & Oxford Av,40.026302,-75.08464,Spring 2025,16,9,10,4,4,2
-8376983.59699596,4860546.08184022,3850,Bus,21,Westbound,19031,Market St & Millbourne Av,39.962856,-75.251724,Spring 2025,5,8,3,9,0,4
-8357300.19595339,4872036.28709898,3851,Bus,26,Westbound,15860,Magee Av & Castor Av,40.041923,-75.074905,Spring 2025,99,26,43,12,33,8
-8359774.16031678,4878619.28425868,3852,Bus,28,Westbound,23548,Cedar Rd & Gibson Rd,40.087181,-75.097129,Spring 2025,3,1,1,1,0,0
-8358523.15187924,4869867.20349096,3853,Bus,24,Northbound,23597,Pratt St & Large St,40.027004,-75.085891,Spring 2025,4,0,1,5,3,3
-8368956.79379283,4858871.91584976,3854,Bus,21,Westbound,19542,Walnut St & 24th St - MBFS,39.951328,-75.179618,Spring 2025,23,13,21,13,10,9
-8357695.93674316,4872319.25235769,3855,Bus,26,Westbound,15861,Magee Av & Frontenac St,40.043869,-75.07846,Spring 2025,32,20,12,3,9,3
-8359928.78308949,4878413.83584666,3856,Bus,28,Westbound,23549,Cedar Rd & Fox Chase Rd,40.085769,-75.098518,Spring 2025,0,1,0,0,1,0
-8358645.49199963,4869954.28336827,3857,Bus,24,Northbound,23598,Pratt St & Rutland St,40.027603,-75.08699,Spring 2025,1,0,1,1,0,0
-8365296.38629656,4858274.81457668,3858,Bus,21,Westbound,20972,Walnut St & 3rd St - FS,39.947216,-75.146736,Spring 2025,107,0,69,0,61,0
-8357894.64203422,4872465.10040123,3859,Bus,26,Westbound,15862,Magee Av & Summerdale Av,40.044872,-75.080245,Spring 2025,26,9,12,3,5,4
-8360308.38255309,4878566.46673164,3860,Bus,28,Westbound,23551,Fox Chase Rd & Kirkwood Av,40.086818,-75.101928,Spring 2025,0,2,0,0,0,0
-8358887.50057261,4870132.8067762,3861,Bus,24,Northbound,23599,Pratt St & Roosevelt Blvd,40.028831,-75.089164,Spring 2025,33,8,10,1,11,4
-8365487.41054276,4858306.32413103,3862,Bus,21,Westbound,20973,Walnut St & 4th St - MBFS,39.947433,-75.148452,Spring 2025,72,0,64,0,36,0
-8358144.44297156,4872622.00213803,3863,Bus,26,Westbound,15863,Algon Av & Magee Av - FS,40.045951,-75.082489,Spring 2025,30,12,11,0,8,2
-8361289.32990597,4878562.10165936,3864,Bus,28,Westbound,23553,Forrest Av & Douglas Av - FS,40.086788,-75.11074,Spring 2025,3,2,0,0,0,0
-8358992.8088109,4870207.09555819,3865,Bus,24,Northbound,23600,Pratt St & Roosevelt Blvd  - FS,40.029342,-75.09011,Spring 2025,7,4,2,1,2,5
-8370093.14315484,4859055.7582449,3866,Bus,21,Westbound,21359,Walnut St & 33rd St,39.952594,-75.189826,Spring 2025,66,72,38,29,21,23
-8358286.26400284,4872473.38893873,3867,Bus,26,Westbound,15864,Algon Av & Hellerman St,40.044929,-75.083763,Spring 2025,4,2,0,0,2,1
-8361424.3604483,4878479.31115272,3868,Bus,28,Westbound,23554,Forrest Av & Willow Av - FS,40.086219,-75.111953,Spring 2025,0,1,0,1,0,1
-8359141.42033111,4870313.0779737,3869,Bus,24,Northbound,23601,Pratt St & Loretto Av,40.030071,-75.091445,Spring 2025,8,16,5,7,4,7
-8370333.59325495,4859092.35287181,3870,Bus,21,Westbound,21360,Walnut St & 34th St,39.952846,-75.191986,Spring 2025,147,198,70,74,68,56
-8358428.08503411,4872323.03303761,3871,Bus,26,Westbound,15865,Algon Av & Levick St,40.043895,-75.085037,Spring 2025,42,11,18,5,12,4
-8361656.23894762,4878406.1243391,3872,Bus,28,Westbound,23555,Forrest Av & Jenkintown Rd - MBNS,40.085716,-75.114036,Spring 2025,0,0,0,0,0,0
-8359301.1638004,4870427.78449815,3873,Bus,24,Northbound,23602,Pratt St & Summerdale Av,40.03086,-75.09288,Spring 2025,17,15,0,11,5,8
-8370631.7068513,4859139.98417546,3874,Bus,21,Westbound,21361,Walnut St & 36th St,39.953174,-75.194664,Spring 2025,78,160,36,55,25,38
-8358647.16179199,4872461.75590561,3875,Bus,26,Westbound,15866,Levick St & Oxford Av - MBNS,40.044849,-75.087005,Spring 2025,55,36,23,21,14,10
-8362298.32977051,4877327.73640503,3876,Bus,28,Westbound,23556,Cadwalader Av & Marvin Rd - FS,40.078304,-75.119804,Spring 2025,0,0,0,0,0,0
-8359185.61416895,4870602.53640531,3877,Bus,24,Northbound,23603,Summerdale Av & Bridge St,40.032062,-75.091842,Spring 2025,7,35,8,17,4,12
-8370852.45340154,4859175.41736659,3878,Bus,21,Westbound,21362,Walnut St & 37th St,39.953418,-75.196647,Spring 2025,46,111,18,42,16,35
-8358777.07163774,4872553.80265352,3879,Bus,26,Westbound,15867,Levick St & Oxford Av,40.045482,-75.088172,Spring 2025,48,15,12,4,13,1
-8362423.11891969,4877019.16912287,3880,Bus,28,Westbound,23557,Cadwalader Av & Shoemaker Rd,40.076183,-75.120925,Spring 2025,3,1,0,1,0,1
-8359048.91383426,4870784.99696585,3881,Bus,24,Northbound,23604,Summerdale Av & Sanger St,40.033317,-75.090614,Spring 2025,30,80,9,22,7,22
-8371067.30001877,4859207.51065289,3882,Bus,21,Westbound,21363,Walnut St & 38th St,39.953639,-75.198577,Spring 2025,89,119,36,44,27,35
-8359087.0964196,4872778.47010581,3883,Bus,26,Westbound,15868,Levick St & Martins Mill Rd,40.047027,-75.090957,Spring 2025,13,13,4,1,1,3
-8359318.084363,4872676.9692282,3884,Bus,26,Westbound,15873,Tabor Av & Robbins Av,40.046329,-75.093032,Spring 2025,7,16,1,4,4,0
-8359447.21497232,4872496.65504593,3885,Bus,26,Westbound,15883,Tabor Av & Devereaux Av,40.045089,-75.094192,Spring 2025,14,9,2,4,2,6
-8359578.90592993,4872314.16298315,3886,Bus,26,Westbound,15884,Tabor Av & Benner St,40.043834,-75.095375,Spring 2025,8,10,5,4,2,3
-8359715.60626462,4872132.83754364,3887,Bus,26,Westbound,15885,Tabor Av & Comly St,40.042587,-75.096603,Spring 2025,17,15,5,4,4,5
-8359867.66868905,4871965.91056012,3888,Bus,26,Westbound,15886,Tabor Av & Van Kirk St,40.041439,-75.097969,Spring 2025,17,32,2,4,4,2
-8360020.5103499,4871798.84098406,3889,Bus,26,Westbound,15887,Tabor Av & Cheltenham Av,40.04029,-75.099342,Spring 2025,20,23,5,4,5,6
-8360175.02180312,4871625.81279822,3890,Bus,26,Westbound,15888,Tabor Av & Sanger St,40.0391,-75.10073,Spring 2025,1,2,1,1,2,0
-8360270.19996775,4871518.21696168,3891,Bus,26,Westbound,15889,Tabor Av & Godfrey Av,40.03836,-75.101585,Spring 2025,26,29,6,11,6,8
-8360621.74691968,4871087.84529141,3892,Bus,26,Westbound,15890,Tabor Av & Harrison St,40.0354,-75.104743,Spring 2025,25,30,2,4,1,5
-8360755.99822557,4870908.7231287,3893,Bus,26,Westbound,15891,Tabor Av & Foulkrod St,40.034168,-75.105949,Spring 2025,20,50,7,37,3,29
-8360862.19701979,4870768.85888451,3894,Bus,26,Westbound,15892,Tabor Av & Adams Av,40.033206,-75.106903,Spring 2025,37,47,15,15,15,11
-8361094.85475555,4870569.24316722,3895,Bus,26,Westbound,15893,Tabor Av & Garland St,40.031833,-75.108993,Spring 2025,16,15,5,6,3,8
-8361424.3604483,4870431.12830774,3896,Bus,26,Westbound,15894,Tabor Av & Olney Av,40.030883,-75.111953,Spring 2025,9,7,3,2,2,5
-8361585.77370995,4870697.32824561,3897,Bus,26,Westbound,15895,Olney Av & Clarkson Av,40.032714,-75.113403,Spring 2025,3,3,1,1,0,2
-8361805.74102376,4870969.64174787,3898,Bus,26,Westbound,15896,Olney Av & Arbor St,40.034587,-75.115379,Spring 2025,63,37,18,14,18,7
-8362466.5335211,4871077.81320163,3899,Bus,26,Westbound,15898,Olney Av & Front St,40.035331,-75.121315,Spring 2025,136,59,49,25,50,15
-8362731.47390919,4871121.72184351,3900,Bus,26,Westbound,15899,Olney Av & Mascher St,40.035633,-75.123695,Spring 2025,51,22,20,5,18,6
-8364480.19179006,4871455.55019497,3901,Bus,26,Westbound,15907,Olney Av & 11th St,40.037929,-75.139404,Spring 2025,31,33,17,8,12,12
-8364653.40491774,4871506.58504929,3902,Bus,26,Westbound,15908,Olney Av & 12th St,40.03828,-75.14096,Spring 2025,2,13,5,3,1,3
-8365033.11570084,4871618.10657111,3903,Bus,26,Westbound,15910,Olney Av & Broad St,40.039047,-75.144371,Spring 2025,871,805,309,344,299,291
-8365271.6733696,4871627.55760519,3904,Bus,26,Westbound,15911,Olney Av & 15th St,40.039112,-75.146514,Spring 2025,22,9,2,3,5,7
-8365489.97089105,4871620.28757817,3905,Bus,26,Westbound,15912,Olney Av & 16th St,40.039062,-75.148475,Spring 2025,16,12,5,5,9,10
-8365637.80317482,4871616.94336753,3906,Bus,26,Westbound,15913,Olney Av & Ogontz Av,40.039039,-75.149803,Spring 2025,64,232,15,8,12,11
-8365907.86425949,4871651.83953407,3907,Bus,26,Westbound,15914,Olney Av & 18th St - FS,40.039279,-75.152229,Spring 2025,41,37,15,15,14,9
-8366143.97289946,4871691.24326975,3908,Bus,26,Westbound,15915,Olney Av & 20th St,40.03955,-75.15435,Spring 2025,24,33,5,6,5,10
-8366343.56874645,4871817.74340582,3909,Bus,26,Westbound,15916,Olney Av & 20st St - MBFS,40.04042,-75.156143,Spring 2025,3,15,2,6,2,8
-8358911.32294364,4870966.29775668,3910,Bus,24,Northbound,23605,Summerdale Av & Cheltenham Av,40.034564,-75.089378,Spring 2025,13,12,3,11,3,11
-8371241.40370237,4859239.16838533,3911,Bus,21,Westbound,21364,Walnut St & 39th St,39.953857,-75.200141,Spring 2025,43,109,25,80,12,60
-8366507.4310369,4871925.92411288,3912,Bus,26,Westbound,15917,Olney Av & Chew Av,40.041164,-75.157615,Spring 2025,11,38,5,18,6,16
-8358774.62260894,4871149.92815974,3913,Bus,24,Northbound,23606,Summerdale Av & Van Kirk St,40.035827,-75.08815,Spring 2025,11,20,5,6,3,5
-8362588.76232199,4876800.51552328,3914,Bus,28,Westbound,23558,Cadwalader Av & Waring Rd,40.07468,-75.122413,Spring 2025,0,1,0,0,0,1
-8366656.04255711,4872034.1060004,3915,Bus,26,Westbound,15918,Olney Av & Penn Blvd - FS,40.041908,-75.15895,Spring 2025,36,77,19,32,9,27
-8358860.33861686,4872363.60273213,3916,Bus,24,Northbound,23607,Oxford Av & Martins Mills Rd,40.044174,-75.08892,Spring 2025,21,58,10,35,10,22
-8371781.6371912,4859327.17160286,3917,Bus,21,Westbound,21365,Walnut St & 41st St,39.954463,-75.204994,Spring 2025,27,53,16,47,20,38
-8362747.61523536,4876593.50461967,3918,Bus,28,Westbound,23559,Cadwalader Av & Church Rd,40.073257,-75.12384,Spring 2025,3,13,0,5,1,1
-8366909.18307917,4872237.09563089,3919,Bus,26,Westbound,15919,Chew Av & Church Ln,40.043304,-75.161224,Spring 2025,70,87,41,36,38,42
-8359015.740626,4872635.38034355,3920,Bus,24,Northbound,23608,Martins Mill Rd & Montour St,40.046043,-75.090316,Spring 2025,2,4,1,2,2,2
-8371926.01857075,4859349.97124349,3921,Bus,21,Westbound,21366,Walnut St & 42nd St,39.95462,-75.206291,Spring 2025,29,73,23,70,13,63
-8362679.59902648,4876491.38277344,3922,Bus,28,Westbound,23560,High School Rd & Church Rd - FS,40.072555,-75.123229,Spring 2025,0,0,1,2,0,0
-8367448.52601207,4872389.63140493,3923,Bus,26,Westbound,15920,Chelten Av & McMahon St,40.044353,-75.166069,Spring 2025,25,23,10,11,4,12
-8359081.97572303,4872756.36667432,3924,Bus,24,Northbound,23609,Martins Mill Rd & Levick St,40.046875,-75.090911,Spring 2025,2,10,1,7,1,6
-8372186.72881819,4859389.32616033,3925,Bus,21,Westbound,21367,Walnut St & 43rd St,39.954891,-75.208633,Spring 2025,70,161,39,128,35,105
-8367571.64536888,4872230.98843236,3926,Bus,26,Westbound,15921,Chelten Av & Musgrave St,40.043262,-75.167175,Spring 2025,36,40,22,13,16,17
-8359115.14893128,4872923.888647,3927,Bus,24,Northbound,23610,Martins Mill Rd & Tabor Av,40.048027,-75.091209,Spring 2025,5,20,3,10,4,10
-8363045.7288317,4876419.81082482,3928,Bus,28,Westbound,23561,High School Rd & Montgomery Av,40.072063,-75.126518,Spring 2025,3,12,0,3,1,4
-8359130.39970152,4873124.13346955,3929,Bus,24,Northbound,23611,Martins Mill Rd & Lawndale St,40.049404,-75.091346,Spring 2025,1,13,3,11,0,6
-8372336.23089433,4859416.48259609,3930,Bus,21,Westbound,21368,Walnut St & 44th St,39.955078,-75.209976,Spring 2025,61,101,47,72,39,58
-8367738.06800762,4872019.12913643,3931,Bus,26,Westbound,15922,Chelten Av & Magnolia St,40.041805,-75.16867,Spring 2025,11,24,2,6,11,13
-8363064.43050615,4876269.97691548,3932,Bus,28,Westbound,23562,Harrison Av & Montgomery Av,40.071033,-75.126686,Spring 2025,2,3,1,1,0,0
-8359148.21082005,4873259.95905761,3933,Bus,24,Northbound,23612,Martins Mill Rd & Gilham St,40.050338,-75.091506,Spring 2025,0,8,0,8,0,7
-8372510.33457793,4859444.07477264,3934,Bus,21,Westbound,21369,Walnut St & 45th St,39.955268,-75.21154,Spring 2025,47,114,32,87,25,67
-8367859.51757207,4871863.83638533,3935,Bus,26,Westbound,15923,Chelten Av & Morton St,40.040737,-75.169761,Spring 2025,23,54,11,24,3,18
-8363084.80197297,4876140.07420459,3936,Bus,28,Westbound,23563,Montgomery Av & Gerard Av - FS,40.07014,-75.126869,Spring 2025,0,1,0,0,0,0
-8359192.40465789,4873539.61438953,3937,Bus,24,Northbound,23613,Martins Mill Rd & Fanshawne St,40.052261,-75.091903,Spring 2025,2,9,1,5,0,6
-8372731.9716841,4859479.65427135,3938,Bus,21,Westbound,21370,Walnut St & 46th St,39.955513,-75.213531,Spring 2025,30,65,18,57,9,41
-8368063.34355972,4871604.14813725,3939,Bus,26,Westbound,15924,Chelten Av & Baynton St,40.038951,-75.171592,Spring 2025,33,64,10,19,9,19
-8363030.36674197,4875890.45630679,3940,Bus,28,Westbound,23564,Montgomery Av & Ashbourne Rd,40.068424,-75.12638,Spring 2025,0,1,0,0,0,0
-8359211.10633235,4873656.10341565,3941,Bus,24,Northbound,23614,Martins Mill Rd & Rising Sun Av,40.053062,-75.092071,Spring 2025,13,53,6,27,5,25
-8372952.82955383,4859515.08867429,3942,Bus,21,Westbound,21371,Walnut St & 47th St,39.955757,-75.215515,Spring 2025,29,80,13,59,9,44
-8368228.09640609,4871396.2279594,3943,Bus,26,Westbound,15925,Chelten Av & Lena St,40.037521,-75.173072,Spring 2025,11,48,2,21,4,12
-8362969.25234153,4875596.33419673,3944,Bus,28,Westbound,23565,Montgomery Av & Union Av,40.066402,-75.125831,Spring 2025,5,1,1,0,0,0
-8358874.81015066,4875615.24386208,3945,Bus,24,Northbound,23616,Central Av & Tudor St,40.066532,-75.08905,Spring 2025,0,0,0,0,0,0
-8373177.02700829,4859551.5397699,3946,Bus,21,Westbound,21372,Walnut St & 48th St,39.956008,-75.217529,Spring 2025,35,79,23,51,15,34
-8368319.04443007,4871285.87209782,3947,Bus,26,Westbound,15926,Chelten Av & Kenyon St,40.036762,-75.173889,Spring 2025,17,74,8,35,4,28
-8363117.0846253,4875568.55160004,3948,Bus,28,Westbound,23566,Union Av & Mountain Av,40.066211,-75.127159,Spring 2025,1,0,0,0,0,0
-8358651.39193264,4875904.27531502,3949,Bus,24,Northbound,23617,Central Av & Shelmire Av - FS,40.068519,-75.087043,Spring 2025,3,28,1,7,1,11
-8373395.32452973,4859587.55532643,3950,Bus,21,Westbound,21374,Walnut St & 49th St,39.956256,-75.21949,Spring 2025,49,112,22,58,17,43
-8368747.06787217,4870739.49055163,3951,Bus,26,Westbound,15929,Chelten Av & Knox St,40.033004,-75.177734,Spring 2025,7,72,2,41,2,29
-8363117.86386173,4875314.43900291,3952,Bus,28,Westbound,23567,Mountain Av & Prospect Av,40.064464,-75.127166,Spring 2025,1,1,1,1,0,0
-8358456.91678222,4876157.82117103,3953,Bus,24,Northbound,23618,Hasbrook Av & Central Av - FS,40.070262,-75.085296,Spring 2025,0,1,0,0,1,2
-8373615.29184354,4859624.15191281,3954,Bus,21,Westbound,21375,Walnut St & 50th St,39.956508,-75.221466,Spring 2025,30,81,10,50,10,46
-8369029.04014235,4870380.68051766,3955,Bus,26,Westbound,15931,Chelten Av & Pulaski Av,40.030536,-75.180267,Spring 2025,21,57,5,37,5,28
-8363208.81188571,4875012.04332174,3956,Bus,28,Westbound,23568,Mountain Av & Stratford Av,40.062385,-75.127983,Spring 2025,1,0,1,1,0,0
-8358422.96433753,4876432.61227359,3957,Bus,24,Northbound,23619,Hasbrook Av & Hartel Av,40.072151,-75.084991,Spring 2025,1,3,1,4,2,3
-8373834.36860142,4859658.57025401,3958,Bus,21,Westbound,21376,Walnut St & 51st St,39.956745,-75.223434,Spring 2025,21,74,16,43,12,30
-8362039.28931544,4871006.28033392,3959,Bus,26,Westbound,16739,Olney Av & B St,40.034839,-75.117477,Spring 2025,62,18,10,4,9,3
-8363304.76928678,4874884.92061961,3960,Bus,28,Westbound,23569,Mountain Av & Sharpless Rd,40.061511,-75.128845,Spring 2025,0,0,0,0,0,0
-8358387.34210047,4876716.13950979,3961,Bus,24,Northbound,23620,Oxford Av & Borbeck Av - FS,40.0741,-75.084671,Spring 2025,0,11,0,11,1,4
-8374272.63343668,4859729.44046302,3962,Bus,21,Westbound,21377,Walnut St & 53rd St,39.957233,-75.227371,Spring 2025,18,34,18,32,10,16
-8362910.69828937,4871149.3465854,3963,Bus,26,Westbound,16959,Olney Av & 2nd St,40.035823,-75.125305,Spring 2025,42,14,16,10,17,5
-8374471.33872774,4859761.53553963,3964,Bus,21,Westbound,21378,Walnut St & 54th St,39.957454,-75.229156,Spring 2025,48,65,21,42,14,30
-8358750.80023792,4877517.44967959,3965,Bus,24,Northbound,23621,Huntingdon Pk & Robbins Av,40.079608,-75.087936,Spring 2025,1,5,0,0,0,2
-8363528.07618531,4874744.12758496,3966,Bus,28,Westbound,23570,Mountain Av & Valley Rd,40.060543,-75.130851,Spring 2025,3,2,0,1,0,1
-8359373.29883043,4879052.74782793,3967,Bus,24,Northbound,23622,Huntingdon Pk & Rockledge Av,40.09016,-75.093528,Spring 2025,2,0,1,0,1,1
-8374709.11716008,4859801.47299698,3968,Bus,21,Westbound,21379,Walnut St & 55th St,39.957729,-75.231292,Spring 2025,25,66,17,37,9,23
-8363084.80197297,4871179.87928441,3969,Bus,26,Westbound,16960,Olney Av & American St - FS,40.036033,-75.126869,Spring 2025,3,4,0,1,3,0
-8363777.76580316,4874661.36897634,3970,Bus,28,Westbound,23571,Mountain Av & Cheltenham Av,40.059974,-75.133094,Spring 2025,1,3,0,0,1,0
-8359336.00680102,4879218.19360834,3971,Bus,24,Northbound,23623,Huntingdon Pk & Rockledge Av - MBFS,40.091297,-75.093193,Spring 2025,0,0,0,0,0,0
-8374941.88621533,4859836.90854815,3972,Bus,21,Westbound,21380,Walnut St & 56th St,39.957973,-75.233383,Spring 2025,45,127,28,85,24,65
-8363272.48663445,4871210.41207744,3973,Bus,26,Westbound,16961,Olney Av & 4th St,40.036243,-75.128555,Spring 2025,37,20,15,7,11,6
-8364196.54972752,4874460.51132584,3974,Bus,28,Westbound,23572,12th St & Lakeside Av - FS,40.058593,-75.136856,Spring 2025,3,11,2,3,0,1
